sales_name;success_rate;information
Vera Megantara;12.2;Sales Vera Megantara berhasil menjual produk M-Knows dengan tingkat kesuksesan penjualan sebesar 12.2%. Dimana sales tersebut berhasil mendapatkan klien sebanyak 5, dengan rincian sebagai berikut: L1 = 0, L2 = 2, L3 = 2 dan L4 = 1.
Queen Andriani;12.13;Sales Queen Andriani berhasil menjual produk M-Knows dengan tingkat kesuksesan penjualan sebesar 12.13%. Dimana sales tersebut berhasil mendapatkan klien sebanyak 12, dengan rincian sebagai berikut: L1 = 2, L2 = 5, L3 = 4 dan L4 = 1.
Hafshah Suwarno;12.2;Sales Hafshah Suwarno berhasil menjual produk M-Knows dengan tingkat kesuksesan penjualan sebesar 12.2%. Dimana sales tersebut berhasil mendapatkan klien sebanyak 10, dengan rincian sebagai berikut: L1 = 0, L2 = 5, L3 = 4 dan L4 = 1.
Rina Kurniawan;12.17;Sales Rina Kurniawan berhasil menjual produk M-Knows dengan tingkat kesuksesan penjualan sebesar 12.17%. Dimana sales tersebut berhasil mendapatkan klien sebanyak 7, dengan rincian sebagai berikut: L1 = 1, L2 = 2, L3 = 3 dan L4 = 1.
Hj. Rina Rahimah;12.13;Sales Hj. Rina Rahimah berhasil menjual produk M-Knows dengan tingkat kesuksesan penjualan sebesar 12.13%. Dimana sales tersebut berhasil mendapatkan klien sebanyak 9, dengan rincian sebagai berikut: L1 = 2, L2 = 2, L3 = 4 dan L4 = 1.
KH. Latif Hidayat, S.Pt;12.07;Sales KH. Latif Hidayat, S.Pt berhasil menjual produk M-Knows dengan tingkat kesuksesan penjualan sebesar 12.07%. Dimana sales tersebut berhasil mendapatkan klien sebanyak 7, dengan rincian sebagai berikut: L1 = 4, L2 = 1, L3 = 1 dan L4 = 1.
Murti Pangestu, S.IP;12.04;Sales Murti Pangestu, S.IP berhasil menjual produk M-Knows dengan tingkat kesuksesan penjualan sebesar 12.04%. Dimana sales tersebut berhasil mendapatkan klien sebanyak 9, dengan rincian sebagai berikut: L1 = 5, L2 = 2, L3 = 1 dan L4 = 1.
Bahuwirya Astuti;12.04;Sales Bahuwirya Astuti berhasil menjual produk M-Knows dengan tingkat kesuksesan penjualan sebesar 12.04%. Dimana sales tersebut berhasil mendapatkan klien sebanyak 12, dengan rincian sebagai berikut: L1 = 5, L2 = 3, L3 = 3 dan L4 = 1.
Rangga Lazuardi;12.1;Sales Rangga Lazuardi berhasil menjual produk M-Knows dengan tingkat kesuksesan penjualan sebesar 12.1%. Dimana sales tersebut berhasil mendapatkan klien sebanyak 9, dengan rincian sebagai berikut: L1 = 3, L2 = 1, L3 = 4 dan L4 = 1.
Ganda Prakasa;12.04;Sales Ganda Prakasa berhasil menjual produk M-Knows dengan tingkat kesuksesan penjualan sebesar 12.04%. Dimana sales tersebut berhasil mendapatkan klien sebanyak 13, dengan rincian sebagai berikut: L1 = 5, L2 = 4, L3 = 3 dan L4 = 1.
Yessi Rahmawati;12.17;Sales Yessi Rahmawati berhasil menjual produk M-Knows dengan tingkat kesuksesan penjualan sebesar 12.17%. Dimana sales tersebut berhasil mendapatkan klien sebanyak 5, dengan rincian sebagai berikut: L1 = 1, L2 = 1, L3 = 2 dan L4 = 1.
Oskar Sirait;12.1;Sales Oskar Sirait berhasil menjual produk M-Knows dengan tingkat kesuksesan penjualan sebesar 12.1%. Dimana sales tersebut berhasil mendapatkan klien sebanyak 8, dengan rincian sebagai berikut: L1 = 3, L2 = 2, L3 = 2 dan L4 = 1.
Talia Situmorang, M.Pd;12.04;Sales Talia Situmorang, M.Pd berhasil menjual produk M-Knows dengan tingkat kesuksesan penjualan sebesar 12.04%. Dimana sales tersebut berhasil mendapatkan klien sebanyak 13, dengan rincian sebagai berikut: L1 = 5, L2 = 1, L3 = 6 dan L4 = 1.
Tania Marpaung;12.07;Sales Tania Marpaung berhasil menjual produk M-Knows dengan tingkat kesuksesan penjualan sebesar 12.07%. Dimana sales tersebut berhasil mendapatkan klien sebanyak 11, dengan rincian sebagai berikut: L1 = 4, L2 = 2, L3 = 4 dan L4 = 1.
Devi Dongoran;12.17;Sales Devi Dongoran berhasil menjual produk M-Knows dengan tingkat kesuksesan penjualan sebesar 12.17%. Dimana sales tersebut berhasil mendapatkan klien sebanyak 8, dengan rincian sebagai berikut: L1 = 1, L2 = 2, L3 = 4 dan L4 = 1.
Damu Mulyani;12.1;Sales Damu Mulyani berhasil menjual produk M-Knows dengan tingkat kesuksesan penjualan sebesar 12.1%. Dimana sales tersebut berhasil mendapatkan klien sebanyak 8, dengan rincian sebagai berikut: L1 = 3, L2 = 2, L3 = 2 dan L4 = 1.
Hafshah Purnawati;12.17;Sales Hafshah Purnawati berhasil menjual produk M-Knows dengan tingkat kesuksesan penjualan sebesar 12.17%. Dimana sales tersebut berhasil mendapatkan klien sebanyak 6, dengan rincian sebagai berikut: L1 = 1, L2 = 2, L3 = 2 dan L4 = 1.
Hj. Eva Nugroho;12.13;Sales Hj. Eva Nugroho berhasil menjual produk M-Knows dengan tingkat kesuksesan penjualan sebesar 12.13%. Dimana sales tersebut berhasil mendapatkan klien sebanyak 6, dengan rincian sebagai berikut: L1 = 2, L2 = 2, L3 = 1 dan L4 = 1.
Bahuwirya Prasetyo;12.1;Sales Bahuwirya Prasetyo berhasil menjual produk M-Knows dengan tingkat kesuksesan penjualan sebesar 12.1%. Dimana sales tersebut berhasil mendapatkan klien sebanyak 12, dengan rincian sebagai berikut: L1 = 3, L2 = 5, L3 = 3 dan L4 = 1.
drg. Vega Kuswoyo;12.01;Sales drg. Vega Kuswoyo berhasil menjual produk M-Knows dengan tingkat kesuksesan penjualan sebesar 12.01%. Dimana sales tersebut berhasil mendapatkan klien sebanyak 9, dengan rincian sebagai berikut: L1 = 6, L2 = 0, L3 = 2 dan L4 = 1.
Sutan Gaman Maulana, S.Pd;12.1;Sales Sutan Gaman Maulana, S.Pd berhasil menjual produk M-Knows dengan tingkat kesuksesan penjualan sebesar 12.1%. Dimana sales tersebut berhasil mendapatkan klien sebanyak 11, dengan rincian sebagai berikut: L1 = 3, L2 = 3, L3 = 4 dan L4 = 1.
Rahmi Prastuti;12.17;Sales Rahmi Prastuti berhasil menjual produk M-Knows dengan tingkat kesuksesan penjualan sebesar 12.17%. Dimana sales tersebut berhasil mendapatkan klien sebanyak 4, dengan rincian sebagai berikut: L1 = 1, L2 = 1, L3 = 1 dan L4 = 1.
Halima Nugroho;12.13;Sales Halima Nugroho berhasil menjual produk M-Knows dengan tingkat kesuksesan penjualan sebesar 12.13%. Dimana sales tersebut berhasil mendapatkan klien sebanyak 8, dengan rincian sebagai berikut: L1 = 2, L2 = 3, L3 = 2 dan L4 = 1.
Dr. Yulia Siregar;12.1;Sales Dr. Yulia Siregar berhasil menjual produk M-Knows dengan tingkat kesuksesan penjualan sebesar 12.1%. Dimana sales tersebut berhasil mendapatkan klien sebanyak 7, dengan rincian sebagai berikut: L1 = 3, L2 = 3, L3 = 0 dan L4 = 1.
Wahyu Habibi;12.1;Sales Wahyu Habibi berhasil menjual produk M-Knows dengan tingkat kesuksesan penjualan sebesar 12.1%. Dimana sales tersebut berhasil mendapatkan klien sebanyak 7, dengan rincian sebagai berikut: L1 = 3, L2 = 1, L3 = 2 dan L4 = 1.
Faizah Budiyanto;12.13;Sales Faizah Budiyanto berhasil menjual produk M-Knows dengan tingkat kesuksesan penjualan sebesar 12.13%. Dimana sales tersebut berhasil mendapatkan klien sebanyak 6, dengan rincian sebagai berikut: L1 = 2, L2 = 2, L3 = 1 dan L4 = 1.
Wulan Halimah, S.Pt;12.1;Sales Wulan Halimah, S.Pt berhasil menjual produk M-Knows dengan tingkat kesuksesan penjualan sebesar 12.1%. Dimana sales tersebut berhasil mendapatkan klien sebanyak 12, dengan rincian sebagai berikut: L1 = 3, L2 = 4, L3 = 4 dan L4 = 1.
Victoria Rahimah;12.13;Sales Victoria Rahimah berhasil menjual produk M-Knows dengan tingkat kesuksesan penjualan sebesar 12.13%. Dimana sales tersebut berhasil mendapatkan klien sebanyak 4, dengan rincian sebagai berikut: L1 = 2, L2 = 1, L3 = 0 dan L4 = 1.
Bagya Namaga;12.04;Sales Bagya Namaga berhasil menjual produk M-Knows dengan tingkat kesuksesan penjualan sebesar 12.04%. Dimana sales tersebut berhasil mendapatkan klien sebanyak 16, dengan rincian sebagai berikut: L1 = 5, L2 = 7, L3 = 3 dan L4 = 1.
Jefri Nasyidah;12.13;Sales Jefri Nasyidah berhasil menjual produk M-Knows dengan tingkat kesuksesan penjualan sebesar 12.13%. Dimana sales tersebut berhasil mendapatkan klien sebanyak 7, dengan rincian sebagai berikut: L1 = 2, L2 = 3, L3 = 1 dan L4 = 1.
Siti Hariyah;12.1;Sales Siti Hariyah berhasil menjual produk M-Knows dengan tingkat kesuksesan penjualan sebesar 12.1%. Dimana sales tersebut berhasil mendapatkan klien sebanyak 9, dengan rincian sebagai berikut: L1 = 3, L2 = 3, L3 = 2 dan L4 = 1.
R.A. Salimah Napitupulu, S.Pd;12.13;Sales R.A. Salimah Napitupulu, S.Pd berhasil menjual produk M-Knows dengan tingkat kesuksesan penjualan sebesar 12.13%. Dimana sales tersebut berhasil mendapatkan klien sebanyak 7, dengan rincian sebagai berikut: L1 = 2, L2 = 4, L3 = 0 dan L4 = 1.
Dr. Cemeti Wibowo;12.1;Sales Dr. Cemeti Wibowo berhasil menjual produk M-Knows dengan tingkat kesuksesan penjualan sebesar 12.1%. Dimana sales tersebut berhasil mendapatkan klien sebanyak 12, dengan rincian sebagai berikut: L1 = 3, L2 = 1, L3 = 7 dan L4 = 1.
Cinthia Pradana, S.Sos;12.13;Sales Cinthia Pradana, S.Sos berhasil menjual produk M-Knows dengan tingkat kesuksesan penjualan sebesar 12.13%. Dimana sales tersebut berhasil mendapatkan klien sebanyak 8, dengan rincian sebagai berikut: L1 = 2, L2 = 3, L3 = 2 dan L4 = 1.
Harjaya Mandala;12.1;Sales Harjaya Mandala berhasil menjual produk M-Knows dengan tingkat kesuksesan penjualan sebesar 12.1%. Dimana sales tersebut berhasil mendapatkan klien sebanyak 12, dengan rincian sebagai berikut: L1 = 3, L2 = 2, L3 = 6 dan L4 = 1.
Yuni Mardhiyah, M.M.;12.1;Sales Yuni Mardhiyah, M.M. berhasil menjual produk M-Knows dengan tingkat kesuksesan penjualan sebesar 12.1%. Dimana sales tersebut berhasil mendapatkan klien sebanyak 8, dengan rincian sebagai berikut: L1 = 3, L2 = 2, L3 = 2 dan L4 = 1.
Nadine Hasanah;12.13;Sales Nadine Hasanah berhasil menjual produk M-Knows dengan tingkat kesuksesan penjualan sebesar 12.13%. Dimana sales tersebut berhasil mendapatkan klien sebanyak 9, dengan rincian sebagai berikut: L1 = 2, L2 = 5, L3 = 1 dan L4 = 1.
Shania Budiman, S.Ked;12.13;Sales Shania Budiman, S.Ked berhasil menjual produk M-Knows dengan tingkat kesuksesan penjualan sebesar 12.13%. Dimana sales tersebut berhasil mendapatkan klien sebanyak 8, dengan rincian sebagai berikut: L1 = 2, L2 = 2, L3 = 3 dan L4 = 1.
Ciaobella Habibi;12.1;Sales Ciaobella Habibi berhasil menjual produk M-Knows dengan tingkat kesuksesan penjualan sebesar 12.1%. Dimana sales tersebut berhasil mendapatkan klien sebanyak 13, dengan rincian sebagai berikut: L1 = 3, L2 = 2, L3 = 7 dan L4 = 1.
drg. Karya Gunarto;12.1;Sales drg. Karya Gunarto berhasil menjual produk M-Knows dengan tingkat kesuksesan penjualan sebesar 12.1%. Dimana sales tersebut berhasil mendapatkan klien sebanyak 12, dengan rincian sebagai berikut: L1 = 3, L2 = 4, L3 = 4 dan L4 = 1.
Wisnu Handayani;12.13;Sales Wisnu Handayani berhasil menjual produk M-Knows dengan tingkat kesuksesan penjualan sebesar 12.13%. Dimana sales tersebut berhasil mendapatkan klien sebanyak 9, dengan rincian sebagai berikut: L1 = 2, L2 = 4, L3 = 2 dan L4 = 1.
Saiful Salahudin, M.Pd;12.13;Sales Saiful Salahudin, M.Pd berhasil menjual produk M-Knows dengan tingkat kesuksesan penjualan sebesar 12.13%. Dimana sales tersebut berhasil mendapatkan klien sebanyak 7, dengan rincian sebagai berikut: L1 = 2, L2 = 2, L3 = 2 dan L4 = 1.
KH. Elvin Hardiansyah, S.Kom;12.04;Sales KH. Elvin Hardiansyah, S.Kom berhasil menjual produk M-Knows dengan tingkat kesuksesan penjualan sebesar 12.04%. Dimana sales tersebut berhasil mendapatkan klien sebanyak 8, dengan rincian sebagai berikut: L1 = 5, L2 = 0, L3 = 2 dan L4 = 1.
Tania Wastuti;12.07;Sales Tania Wastuti berhasil menjual produk M-Knows dengan tingkat kesuksesan penjualan sebesar 12.07%. Dimana sales tersebut berhasil mendapatkan klien sebanyak 8, dengan rincian sebagai berikut: L1 = 4, L2 = 1, L3 = 2 dan L4 = 1.
Dr. Galih Yulianti, M.TI.;12.17;Sales Dr. Galih Yulianti, M.TI. berhasil menjual produk M-Knows dengan tingkat kesuksesan penjualan sebesar 12.17%. Dimana sales tersebut berhasil mendapatkan klien sebanyak 6, dengan rincian sebagai berikut: L1 = 1, L2 = 0, L3 = 4 dan L4 = 1.
Ade Zulaika, M.TI.;12.13;Sales Ade Zulaika, M.TI. berhasil menjual produk M-Knows dengan tingkat kesuksesan penjualan sebesar 12.13%. Dimana sales tersebut berhasil mendapatkan klien sebanyak 8, dengan rincian sebagai berikut: L1 = 2, L2 = 4, L3 = 1 dan L4 = 1.
Dr. Jasmin Suryatmi, S.Sos;12.13;Sales Dr. Jasmin Suryatmi, S.Sos berhasil menjual produk M-Knows dengan tingkat kesuksesan penjualan sebesar 12.13%. Dimana sales tersebut berhasil mendapatkan klien sebanyak 7, dengan rincian sebagai berikut: L1 = 2, L2 = 4, L3 = 0 dan L4 = 1.
Agnes Nainggolan;12.04;Sales Agnes Nainggolan berhasil menjual produk M-Knows dengan tingkat kesuksesan penjualan sebesar 12.04%. Dimana sales tersebut berhasil mendapatkan klien sebanyak 14, dengan rincian sebagai berikut: L1 = 5, L2 = 4, L3 = 4 dan L4 = 1.
R. Bakiman Permata, S.Ked;12.17;Sales R. Bakiman Permata, S.Ked berhasil menjual produk M-Knows dengan tingkat kesuksesan penjualan sebesar 12.17%. Dimana sales tersebut berhasil mendapatkan klien sebanyak 6, dengan rincian sebagai berikut: L1 = 1, L2 = 1, L3 = 3 dan L4 = 1.
Nova Santoso;12.2;Sales Nova Santoso berhasil menjual produk M-Knows dengan tingkat kesuksesan penjualan sebesar 12.2%. Dimana sales tersebut berhasil mendapatkan klien sebanyak 6, dengan rincian sebagai berikut: L1 = 0, L2 = 1, L3 = 4 dan L4 = 1.
Wadi Anggriawan, S.Ked;12.17;Sales Wadi Anggriawan, S.Ked berhasil menjual produk M-Knows dengan tingkat kesuksesan penjualan sebesar 12.17%. Dimana sales tersebut berhasil mendapatkan klien sebanyak 9, dengan rincian sebagai berikut: L1 = 1, L2 = 3, L3 = 4 dan L4 = 1.
Dt. Alambana Damanik;12.17;Sales Dt. Alambana Damanik berhasil menjual produk M-Knows dengan tingkat kesuksesan penjualan sebesar 12.17%. Dimana sales tersebut berhasil mendapatkan klien sebanyak 8, dengan rincian sebagai berikut: L1 = 1, L2 = 4, L3 = 2 dan L4 = 1.
Lukman Melani;12.13;Sales Lukman Melani berhasil menjual produk M-Knows dengan tingkat kesuksesan penjualan sebesar 12.13%. Dimana sales tersebut berhasil mendapatkan klien sebanyak 12, dengan rincian sebagai berikut: L1 = 2, L2 = 5, L3 = 4 dan L4 = 1.
Dariati Laksmiwati, S.H.;12.04;Sales Dariati Laksmiwati, S.H. berhasil menjual produk M-Knows dengan tingkat kesuksesan penjualan sebesar 12.04%. Dimana sales tersebut berhasil mendapatkan klien sebanyak 10, dengan rincian sebagai berikut: L1 = 5, L2 = 2, L3 = 2 dan L4 = 1.
Maya Prabowo, M.Pd;12.17;Sales Maya Prabowo, M.Pd berhasil menjual produk M-Knows dengan tingkat kesuksesan penjualan sebesar 12.17%. Dimana sales tersebut berhasil mendapatkan klien sebanyak 9, dengan rincian sebagai berikut: L1 = 1, L2 = 2, L3 = 5 dan L4 = 1.
Uli Riyanti;12.13;Sales Uli Riyanti berhasil menjual produk M-Knows dengan tingkat kesuksesan penjualan sebesar 12.13%. Dimana sales tersebut berhasil mendapatkan klien sebanyak 10, dengan rincian sebagai berikut: L1 = 2, L2 = 3, L3 = 4 dan L4 = 1.
Puti Kania Nurdiyanti, S.Kom;12.17;Sales Puti Kania Nurdiyanti, S.Kom berhasil menjual produk M-Knows dengan tingkat kesuksesan penjualan sebesar 12.17%. Dimana sales tersebut berhasil mendapatkan klien sebanyak 6, dengan rincian sebagai berikut: L1 = 1, L2 = 2, L3 = 2 dan L4 = 1.
Dt. Dalimin Nababan;12.07;Sales Dt. Dalimin Nababan berhasil menjual produk M-Knows dengan tingkat kesuksesan penjualan sebesar 12.07%. Dimana sales tersebut berhasil mendapatkan klien sebanyak 10, dengan rincian sebagai berikut: L1 = 4, L2 = 1, L3 = 4 dan L4 = 1.
Zulaikha Pradipta;12.04;Sales Zulaikha Pradipta berhasil menjual produk M-Knows dengan tingkat kesuksesan penjualan sebesar 12.04%. Dimana sales tersebut berhasil mendapatkan klien sebanyak 9, dengan rincian sebagai berikut: L1 = 5, L2 = 2, L3 = 1 dan L4 = 1.
dr. Carla Palastri;12.1;Sales dr. Carla Palastri berhasil menjual produk M-Knows dengan tingkat kesuksesan penjualan sebesar 12.1%. Dimana sales tersebut berhasil mendapatkan klien sebanyak 10, dengan rincian sebagai berikut: L1 = 3, L2 = 3, L3 = 3 dan L4 = 1.
Widya Budiman;12.2;Sales Widya Budiman berhasil menjual produk M-Knows dengan tingkat kesuksesan penjualan sebesar 12.2%. Dimana sales tersebut berhasil mendapatkan klien sebanyak 4, dengan rincian sebagai berikut: L1 = 0, L2 = 0, L3 = 3 dan L4 = 1.
Almira Rahmawati;12.07;Sales Almira Rahmawati berhasil menjual produk M-Knows dengan tingkat kesuksesan penjualan sebesar 12.07%. Dimana sales tersebut berhasil mendapatkan klien sebanyak 7, dengan rincian sebagai berikut: L1 = 4, L2 = 2, L3 = 0 dan L4 = 1.
Nurul Agustina;12.1;Sales Nurul Agustina berhasil menjual produk M-Knows dengan tingkat kesuksesan penjualan sebesar 12.1%. Dimana sales tersebut berhasil mendapatkan klien sebanyak 6, dengan rincian sebagai berikut: L1 = 3, L2 = 2, L3 = 0 dan L4 = 1.
Rika Napitupulu;12.04;Sales Rika Napitupulu berhasil menjual produk M-Knows dengan tingkat kesuksesan penjualan sebesar 12.04%. Dimana sales tersebut berhasil mendapatkan klien sebanyak 9, dengan rincian sebagai berikut: L1 = 5, L2 = 2, L3 = 1 dan L4 = 1.
Bella Nugroho;12.17;Sales Bella Nugroho berhasil menjual produk M-Knows dengan tingkat kesuksesan penjualan sebesar 12.17%. Dimana sales tersebut berhasil mendapatkan klien sebanyak 6, dengan rincian sebagai berikut: L1 = 1, L2 = 3, L3 = 1 dan L4 = 1.
Balijan Waskita;12.1;Sales Balijan Waskita berhasil menjual produk M-Knows dengan tingkat kesuksesan penjualan sebesar 12.1%. Dimana sales tersebut berhasil mendapatkan klien sebanyak 9, dengan rincian sebagai berikut: L1 = 3, L2 = 4, L3 = 1 dan L4 = 1.
R.A. Hesti Zulkarnain;12.1;Sales R.A. Hesti Zulkarnain berhasil menjual produk M-Knows dengan tingkat kesuksesan penjualan sebesar 12.1%. Dimana sales tersebut berhasil mendapatkan klien sebanyak 7, dengan rincian sebagai berikut: L1 = 3, L2 = 3, L3 = 0 dan L4 = 1.
Melinda Hidayanto;12.17;Sales Melinda Hidayanto berhasil menjual produk M-Knows dengan tingkat kesuksesan penjualan sebesar 12.17%. Dimana sales tersebut berhasil mendapatkan klien sebanyak 10, dengan rincian sebagai berikut: L1 = 1, L2 = 3, L3 = 5 dan L4 = 1.
Hafshah Tampubolon;12.13;Sales Hafshah Tampubolon berhasil menjual produk M-Knows dengan tingkat kesuksesan penjualan sebesar 12.13%. Dimana sales tersebut berhasil mendapatkan klien sebanyak 7, dengan rincian sebagai berikut: L1 = 2, L2 = 1, L3 = 3 dan L4 = 1.
Jessica Wacana, S.I.Kom;12.13;Sales Jessica Wacana, S.I.Kom berhasil menjual produk M-Knows dengan tingkat kesuksesan penjualan sebesar 12.13%. Dimana sales tersebut berhasil mendapatkan klien sebanyak 8, dengan rincian sebagai berikut: L1 = 2, L2 = 4, L3 = 1 dan L4 = 1.
Hilda Ramadan;12.13;Sales Hilda Ramadan berhasil menjual produk M-Knows dengan tingkat kesuksesan penjualan sebesar 12.13%. Dimana sales tersebut berhasil mendapatkan klien sebanyak 9, dengan rincian sebagai berikut: L1 = 2, L2 = 4, L3 = 2 dan L4 = 1.
Kuncara Wibowo, S.H.;12.13;Sales Kuncara Wibowo, S.H. berhasil menjual produk M-Knows dengan tingkat kesuksesan penjualan sebesar 12.13%. Dimana sales tersebut berhasil mendapatkan klien sebanyak 8, dengan rincian sebagai berikut: L1 = 2, L2 = 3, L3 = 2 dan L4 = 1.
Cinta Yuliarti, S.Farm;12.07;Sales Cinta Yuliarti, S.Farm berhasil menjual produk M-Knows dengan tingkat kesuksesan penjualan sebesar 12.07%. Dimana sales tersebut berhasil mendapatkan klien sebanyak 9, dengan rincian sebagai berikut: L1 = 4, L2 = 2, L3 = 2 dan L4 = 1.
Genta Natsir;12.17;Sales Genta Natsir berhasil menjual produk M-Knows dengan tingkat kesuksesan penjualan sebesar 12.17%. Dimana sales tersebut berhasil mendapatkan klien sebanyak 4, dengan rincian sebagai berikut: L1 = 1, L2 = 0, L3 = 2 dan L4 = 1.
Kayla Wijayanti, M.Ak;12.07;Sales Kayla Wijayanti, M.Ak berhasil menjual produk M-Knows dengan tingkat kesuksesan penjualan sebesar 12.07%. Dimana sales tersebut berhasil mendapatkan klien sebanyak 10, dengan rincian sebagai berikut: L1 = 4, L2 = 2, L3 = 3 dan L4 = 1.
Hamima Laksita;12.07;Sales Hamima Laksita berhasil menjual produk M-Knows dengan tingkat kesuksesan penjualan sebesar 12.07%. Dimana sales tersebut berhasil mendapatkan klien sebanyak 8, dengan rincian sebagai berikut: L1 = 4, L2 = 0, L3 = 3 dan L4 = 1.
Zahra Padmasari;12.13;Sales Zahra Padmasari berhasil menjual produk M-Knows dengan tingkat kesuksesan penjualan sebesar 12.13%. Dimana sales tersebut berhasil mendapatkan klien sebanyak 7, dengan rincian sebagai berikut: L1 = 2, L2 = 2, L3 = 2 dan L4 = 1.
Silvia Handayani;12.17;Sales Silvia Handayani berhasil menjual produk M-Knows dengan tingkat kesuksesan penjualan sebesar 12.17%. Dimana sales tersebut berhasil mendapatkan klien sebanyak 6, dengan rincian sebagai berikut: L1 = 1, L2 = 1, L3 = 3 dan L4 = 1.
Ina Usada, S.Farm;12.17;Sales Ina Usada, S.Farm berhasil menjual produk M-Knows dengan tingkat kesuksesan penjualan sebesar 12.17%. Dimana sales tersebut berhasil mendapatkan klien sebanyak 9, dengan rincian sebagai berikut: L1 = 1, L2 = 4, L3 = 3 dan L4 = 1.
Hasna Hutagalung;12.1;Sales Hasna Hutagalung berhasil menjual produk M-Knows dengan tingkat kesuksesan penjualan sebesar 12.1%. Dimana sales tersebut berhasil mendapatkan klien sebanyak 10, dengan rincian sebagai berikut: L1 = 3, L2 = 3, L3 = 3 dan L4 = 1.
Citra Suartini;12.07;Sales Citra Suartini berhasil menjual produk M-Knows dengan tingkat kesuksesan penjualan sebesar 12.07%. Dimana sales tersebut berhasil mendapatkan klien sebanyak 8, dengan rincian sebagai berikut: L1 = 4, L2 = 2, L3 = 1 dan L4 = 1.
Irnanto Wahyudin;12.13;Sales Irnanto Wahyudin berhasil menjual produk M-Knows dengan tingkat kesuksesan penjualan sebesar 12.13%. Dimana sales tersebut berhasil mendapatkan klien sebanyak 6, dengan rincian sebagai berikut: L1 = 2, L2 = 3, L3 = 0 dan L4 = 1.
Gabriella Sihombing, S.IP;12.17;Sales Gabriella Sihombing, S.IP berhasil menjual produk M-Knows dengan tingkat kesuksesan penjualan sebesar 12.17%. Dimana sales tersebut berhasil mendapatkan klien sebanyak 8, dengan rincian sebagai berikut: L1 = 1, L2 = 2, L3 = 4 dan L4 = 1.
Usman Tampubolon;12.07;Sales Usman Tampubolon berhasil menjual produk M-Knows dengan tingkat kesuksesan penjualan sebesar 12.07%. Dimana sales tersebut berhasil mendapatkan klien sebanyak 13, dengan rincian sebagai berikut: L1 = 4, L2 = 2, L3 = 6 dan L4 = 1.
Upik Sitorus, S.IP;12.13;Sales Upik Sitorus, S.IP berhasil menjual produk M-Knows dengan tingkat kesuksesan penjualan sebesar 12.13%. Dimana sales tersebut berhasil mendapatkan klien sebanyak 8, dengan rincian sebagai berikut: L1 = 2, L2 = 1, L3 = 4 dan L4 = 1.
Puti Yessi Susanti;12.17;Sales Puti Yessi Susanti berhasil menjual produk M-Knows dengan tingkat kesuksesan penjualan sebesar 12.17%. Dimana sales tersebut berhasil mendapatkan klien sebanyak 5, dengan rincian sebagai berikut: L1 = 1, L2 = 2, L3 = 1 dan L4 = 1.
Ganep Megantara;12.13;Sales Ganep Megantara berhasil menjual produk M-Knows dengan tingkat kesuksesan penjualan sebesar 12.13%. Dimana sales tersebut berhasil mendapatkan klien sebanyak 7, dengan rincian sebagai berikut: L1 = 2, L2 = 3, L3 = 1 dan L4 = 1.
R.M. Rafid Puspasari;12.1;Sales R.M. Rafid Puspasari berhasil menjual produk M-Knows dengan tingkat kesuksesan penjualan sebesar 12.1%. Dimana sales tersebut berhasil mendapatkan klien sebanyak 11, dengan rincian sebagai berikut: L1 = 3, L2 = 3, L3 = 4 dan L4 = 1.
Puput Saragih;0.0;Sales Puput Saragih berhasil menjual produk M-Knows dengan tingkat kesuksesan penjualan sebesar 0%. Dimana sales tersebut berhasil mendapatkan klien sebanyak 12, dengan rincian sebagai berikut: L1 = 6, L2 = 2, L3 = 4 dan L4 = 0.
dr. Usyi Pangestu, S.I.Kom;0.0;Sales dr. Usyi Pangestu, S.I.Kom berhasil menjual produk M-Knows dengan tingkat kesuksesan penjualan sebesar 0%. Dimana sales tersebut berhasil mendapatkan klien sebanyak 8, dengan rincian sebagai berikut: L1 = 3, L2 = 2, L3 = 3 dan L4 = 0.
Patricia Usamah;0.0;Sales Patricia Usamah berhasil menjual produk M-Knows dengan tingkat kesuksesan penjualan sebesar 0%. Dimana sales tersebut berhasil mendapatkan klien sebanyak 10, dengan rincian sebagai berikut: L1 = 7, L2 = 1, L3 = 2 dan L4 = 0.
Zulfa Gunawan;0.0;Sales Zulfa Gunawan berhasil menjual produk M-Knows dengan tingkat kesuksesan penjualan sebesar 0%. Dimana sales tersebut berhasil mendapatkan klien sebanyak 10, dengan rincian sebagai berikut: L1 = 5, L2 = 3, L3 = 2 dan L4 = 0.
Paulin Gunarto, S.E.I;0.0;Sales Paulin Gunarto, S.E.I berhasil menjual produk M-Knows dengan tingkat kesuksesan penjualan sebesar 0%. Dimana sales tersebut berhasil mendapatkan klien sebanyak 7, dengan rincian sebagai berikut: L1 = 2, L2 = 2, L3 = 3 dan L4 = 0.
Prakosa Handayani;0.0;Sales Prakosa Handayani berhasil menjual produk M-Knows dengan tingkat kesuksesan penjualan sebesar 0%. Dimana sales tersebut berhasil mendapatkan klien sebanyak 5, dengan rincian sebagai berikut: L1 = 0, L2 = 3, L3 = 2 dan L4 = 0.
Hj. Rika Megantara;0.0;Sales Hj. Rika Megantara berhasil menjual produk M-Knows dengan tingkat kesuksesan penjualan sebesar 0%. Dimana sales tersebut berhasil mendapatkan klien sebanyak 4, dengan rincian sebagai berikut: L1 = 1, L2 = 2, L3 = 1 dan L4 = 0.
